index,age,brand,calory,category,classification,content,detail,from_company,gram,img,info,ingredient,nutrient,title,성분등록번호
178,"키튼,어덜트,시니어,전연령",그랜마메이스 (GRANDMAMAES),"3,820 kcal/kg",고양이,건사료,"연어, 연어가루, 완두콩, 계유, 병아리콩, 청어가루, 타피오카, 달걀, 렌틸콩, 완두단백, 아마씨가루, 메틸오닌, 염화콜린, 타우린, 크랜베리, 블루베리, 사과, 당근, 파슬리, 상추, 물냉이, 시금치, 샐러리, 라이신, 탄산칼슘, 제1인산염, 비타민합제, 건유산균류, 아연황산염, 킬레이트아연, 세레늄, 황산구리, 킬레이트망간, 니아신, 리보프라빈, 바이오틴, 킬레이트코발트, 요오드산칼슘, 엽산","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.7kg 주재료 연어, 연어가루, 완두콩 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,820 kcal/kg 원산지/제조사 미국/SOUTHERN TIER PET NUTRTION. USA",미국/SOUTHERN TIER PET NUTRTION. USA,2.7kg,https://cdn.purplesto.re/media/store/sale/main_image/grandmamaes_cat_B120CF02_thumb01.png,"그레인프리,글루텐프리,비유전자변형","연어, 연어가루, 완두콩",조단백 31%  조지방 19%  칼슘 1.2%  인 0.8%  수분 10%,"그레인프리 연어, 유통기한 21년 09월 02일",EEGSB0043호
179,"키튼,어덜트,시니어,전연령",지위픽 (ZIWI),"4,800 kcal/kg",고양이,저온건조 사료,"생선(고등어), 양고기, 양 내장(위, 심장, 신장, 폐), 뉴질랜드 녹색홍합, 양 뼈, 치커리 이눌린, 건 켈프, 천일염, 파슬리, 미네랄(마그네슘 아미노산, 아연 아미노산, 구리 아미노산, 셀레늄효모, 망간 아미노산), 타우린, 비타민(비타민 B1, 엽산, 비타민 D3), 천연 혼합 토코페롤","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 1kg, 400g 주재료 생선(고등어), 양고기, 양 내장(위, 심장, 신장, 폐) 식단정보 그레인프리,글루텐프리 칼로리 4,800 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,"1kg, 400g",https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF17_thumb01.png,"그레인프리,글루텐프리","생선(고등어), 양고기, 양 내장(위, 심장, 신장, 폐)",조단백 47%  조지방 30%  칼슘 1.82%  인 1.54%  수분 8.0%,에어드라이 고등어&양고기,제 Ⅱ 60G0489호
180,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),925 kcal/kg (65 kcal/캔),고양이,습식간식,"닭가슴살(75%), 정제수(24%), 쌀(1%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 닭고기살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 925 kcal/kg (65 kcal/캔) 원산지/제조사 태국/HI-Q FOOD PRODUCTS CO.LTD",태국/HI-Q FOOD PRODUCTS CO.LTD,70g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT07_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","닭고기살, 정제수, 쌀",조단백 18.0%  조지방 0.5%  조섬유 0.1%  조회분 1.0%  수분 79.0% ,HFC 내츄럴 캔 닭가슴살,서울-18784호
181,"어덜트,시니어",오픈팜 (OPENFARM),805 kcal/kg,고양이,습식사료,"연어, 수분, 호박, 당근, 시금치, 렌즈콩(레드), 우무, 크랜베리, 병아리콩, 치커리뿌리, 해바라기유, 코코넛오일(혼합토코페롤 보존), 염화칼륨, 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민B2, 비오틴, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 아셀렌산나트륨, 건조다시마, 민들레잎, 염화콜린, 타우린, 강황","연령구분 어덜트,시니어 푸드타입 습식사료 중량 156g 주재료 연어, 수분, 호박 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 805 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,156g,https://cdn.purplesto.re/media/store/sale/main_image/deal_openfarm_cat_B123CF1602SS_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","연어, 수분, 호박",조단백 8.49%  조지방 4.74%  칼슘 0.19%  인 0.16%  수분 82%,주식 블렌드 연어,제 ZZR0Y0024호
182,"키튼,어덜트,시니어,전연령",알모네이쳐 (ALMO NATURE),"1,230 kcal/kg (3.7 kcal/개)",고양이,습식간식,"참치살(99%), 쌀(1%)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 3g 주재료 참치살, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,230 kcal/kg (3.7 kcal/개) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,3g,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT17_thumb01.png,"단일육류단백질,글루텐프리,비유전자변형","참치살, 쌀",조단백 35.0%  조지방 0.2%  조섬유 0.3%  조회분 5.0%  수분 62.5% ,HFC 미니푸드 참치살 3g,서울-19785호
183,"키튼,어덜트,시니어,전연령",로우즈 사시 (RAWZ SASHI),480 kcal/kg (24 kcal/파우치),고양이,습식간식,"참치, 생선 육수, 정어리, 타피오카 전분","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g 주재료 참치, 생선 육수, 정어리 식단정보 그레인프리,글루텐프리,음수량충전 칼로리 480 kcal/kg (24 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,50g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawssashi_cat_B133CT0402SS_thumb01.png,"그레인프리,글루텐프리,음수량충전","참치, 생선 육수, 정어리",조단백 11%  조지방 0.45%  조섬유 0.5%  조회분 1.6%  수분 87% ,참치&정어리,제 VVHDR0032호
184,"어덜트,시니어",캣츠파인푸드 (CATZ FINEFOOD),944 kcal/kg,고양이,습식사료,"닭, 육수, 미네랄, 마카다미아 너트 오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 닭, 육수, 미네랄 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 944 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,85g,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF09_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","닭, 육수, 미네랄",조단백 8.2%  조지방 3.6%  칼슘 0.15%  인 0.2%  수분 88%,주식파우치 퓨레 no.103 닭고기,GGHA50028호
185,"키튼,어덜트,시니어,전연령",쉐지애 (SCHESIR),789 kcal/kg,고양이,습식간식,"참치, 닭고기, 쌀, 생선육수","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 50g x 6개입 주재료 참치, 닭고기, 쌀 식단정보 - 칼로리 789 kcal/kg 원산지/제조사 태국/Agras Delic S.p.a.",태국/Agras Delic S.p.a.,50g x 6개입,https://cdn.purplesto.re/media/store/sale/main_image/schesir_cat_B049CT09_thumb01.png,-,"참치, 닭고기, 쌀",조단백 16.20%  조지방 0.09%  조섬유 0.33%  조회분 2.20%  수분 88% ,네이처캣 참치+닭고기,GGHA50025호
186,"전연령, 키튼, 어덜트, 시니어",카나간,3900Kcal/kg,고양이,건식사료,"닭고기, 건조육 닭고기, 고구마, 감자, 닭 지방, 건조란, 닭고기 그레이비, DHA 연어오일, 미네랄, 비타민(영양 첨가지), 알파파, 크랜베리, 만난올리고당, 사과, 당근, 시금치, 해초, 프락토올리고당, 카모마일, 페퍼민트, 마리골드, 아니스의 열매, 호로파 씨, 비타민 A, 비타민 D3, 비타민E, 타우린, 황산제일철, 황산아연, 황산망간, 황산동, 아셀렌산나트륨",,영국/CANAGAN,4kg,http://img.danawa.com/prod_img/500000/304/605/img/8605304_1.jpg?shrink=360:360&_v=20200313124158,"그레인프리, 글루텐프리, 비유전자변형, 비유제품","닭고기, 건조육 닭고기, 고구마","조단백 37.0%, 조지방 17.0%, 조섬유 6.60%, 조희분 8.50%, 칼슘 1.5%, 인 1.40% 수분 10.0%",프리런 치킨 포 캣,
187,"어덜트,시니어,전연령",내추럴발란스,857Kcal/kg,고양이,습식사료,"닭고기, 닭고기 육즙, 호박, 카놀라 오일, 혼합 토코페롤 보존, 구아검, 인산칼슘, 천연 향, 소금, 황산칼슘, 염화칼륨, 칼슘, 인, 타우린, 비타민 C, E, D3, B12, 염화콜린, 카라기난, 로즈마리 추출물",,"태국/Natural Balance Pet Foods, Inc.",78g,https://www.naturalbalance.co.kr/wp-content/uploads/2019/10/Cat_stew_lid_chickenpumpkin.png,알러지예방식,"닭고기, 닭고기 육즙, 호박","조단백 10%, 조지방 1%, 조섬유 2%, 조회분 2%, 인 0.1%, 칼슘 0.1%, 수분 85%",L.I.D. 닭고기 & 호박 수제 스튜 캣 포뮬라,
188,"키튼,어덜트,시니어,전연령",지위픽 (ZIWI),"5,500 kcal/kg",고양이,저온건조 사료,"소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 구리아미노산, 철아미노산, 망간아미노산, 아셀렌산나트륨), 천일염, 파슬리, 구연산, 혼합토코페롤, 비타민(염화콜린, 비타민 B1, B6, D3, 엽산), DL-메티오닌, 타우린","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 400g 주재료 소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합 식단정보 그레인프리,글루텐프리 칼로리 5,500 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,400g,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF13_thumb01.png,"그레인프리,글루텐프리","소고기, 소 내장(심장, 신장, 트라이프, 간, 폐) 및 뼈, 뉴질랜드 녹색홍합",조단백 44%  조지방 35%  칼슘 2.58%  인 1.73%  수분 8.0%,에어드라이 소고기,제 서울-15608호
189,"어덜트,시니어",게더 (GATHER),"3,664 kcal/kg",고양이,건사료,"유기농 닭고기, 유기농 건조 닭고기, 유기농 완두콩, 렌틸콩, 닭지방, 유기농 아마씨, 천연닭고기향, 블루베리, 크랜베리, 계란껍질분말, 비타민합제(비타민 A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합분, 철단백질화합분, 구리단백질화합물, 망간단백질화합물, 요오드산칼슘, 아셀렌산나트륨), DL-메티오닌, 타우린, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.8kg 주재료 유기농 닭, 유기농 완두콩, 렌즈콩 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,664 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,1.8kg,https://cdn.purplesto.re/media/store/sale/main_image/gather_cat_B009CF01_thumb01.png,"그레인프리,글루텐프리,비유전자변형","유기농 닭, 유기농 완두콩, 렌즈콩",조단백 29%  조지방 15%  칼슘 1.4%  인 0.6%  수분 10%,프리에이커 치킨 어덜트,제 서울-19594호
190,"키튼,어덜트,시니어,전연령",캣만두 (CATMANDOO),"약 3,330 kcal/kg",고양이,동결건조 간식,연어 100%,"연령구분 키튼,어덜트,시니어,전연령 푸드타입 동결건조 간식 중량 57g 주재료 연어 식단정보 그레인프리,글루텐프리 칼로리 약 3,330 kcal/kg 원산지/제조사 미국/Cat-man-doo",미국/Cat-man-doo,57g,https://cdn.purplesto.re/media/store/sale/main_image/catmandoo_cat_B034CT02_thumb01.png,"그레인프리,글루텐프리",연어,조단백 87.0% 조지방 5.0% 조섬유 7.0% 조회분 7.0% 수분 4.0%,라이프 에센셜 연어,제 99QOD0003호
191,"어덜트,시니어",보레알 (BOREAL),"1,050 kcal/kg",고양이,습식 사료,"치킨, 칠면조, 칠면조육수, 치킨간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 80g 주재료 치킨, 칠면조, 칠면조육수 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,80g,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF08_thumb01.png,"검류미함유,그레인프리,글루텐프리","치킨, 칠면조, 칠면조육수",조단백 8.6%  조지방 7.2%  칼슘 0.2%  인 0.18%  수분 85%,주식캔 치킨&칠면조,제 서울-20007호
192,"키튼,어덜트,시니어,전연령",오쥬바이로우즈 (AUJOU BY RAWZ),867 kcal/kg (61 kcal/파우치),고양이,습식사료,"닭고기, 닭고기 육수, 닭고기 간, 타피오카 전분, 해바라기씨 오일, 염화 칼슘, 미네랄(마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 소듐 셀레나이트), 생선 오일, 비타민(아스코르브산(비타민C공급원), 비타민 B1질산염, 비타민 E 보충제, 니아신 보충제, 비타민A 보충제, d-칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3보충제), 인산 칼륨, 파슬리, 염화콜린, 소금, 타우린, 염화 칼륨","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 닭고기 간 식단정보 그레인프리,글루텐프리 칼로리 867 kcal/kg (61 kcal/파우치) 원산지/제조사 태국/Raws Natural Pet Food",태국/Raws Natural Pet Food,69g,https://cdn.purplesto.re/media/store/sale/main_image/aujoubyrawz_cat_B030CF01_thumb01.png,"그레인프리,글루텐프리","닭고기, 닭고기 육수, 닭고기 간",조단백 19.23%  조지방 2.13%  칼슘 0.31%  인 0.21%  수분 82%,주식 파우치 닭가슴살&닭간,제 서울-19744호
193,"어덜트,시니어",로우즈 (RAWZ),855 kcal/kg (58 kcal/파우치),고양이,습식사료,"닭고기, 닭고기 육수, 달걀, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 염화칼륨, 소금, 염화콜린, 타우린, 말린 파슬리, 미네랄 (철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민 B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d-칼슘 팬토테네이트, 아스코르브산 (비타민 C의 공급원), 엽산, 비오틴)","연령구분 어덜트,시니어 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 달걀 식단정보 검류미함유 칼로리 855 kcal/kg (58 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,69g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0402SS_thumb01.png,검류미함유,"닭고기, 닭고기 육수, 달걀",조단백 14.43%  조지방 2.7%  칼슘 0.24%  인 0.14%  수분 82%,슈레디드 파우치 치킨 가슴살&달걀,제 II6TM0009호
194,"키튼,어덜트,시니어,전연령",오픈팜 (OPENFARM),920 kcal/kg,고양이,습식사료,"닭고기, 닭뼈육수, 호박, 당근, 시금치, 렌즈콩(레드), 우무, 크랜베리, 병아리콩, 치커리 뿌리, 해바라기오일, 코코넛오일(혼합토코페롤 보존), 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민B2, 비오틴, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 아셀렌산나트륨, 건조다시마, 염화칼륨, 민들레잎, 염화콜린, 타우린, 강황","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭뼈육수, 호박 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 920 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,156g,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF13_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","닭고기, 닭뼈육수, 호박",조단백 8.1%  조지방 7.02%  칼슘 0.32%  인 0.28%  수분 82%,주식 블렌드 닭고기,CCC020024호
195,시니어,나우 (NOW),"3,571 kcal/kg",고양이,건사료,"뼈를 발라낸 칠면조, 감자분말, 완두콩, 완두콩섬유, 건조계란, 감자, 토마토, 아마씨, 사과, 카놀라오일, 알팔파, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 천연향, 코코넛오일, 레시틴, 당근, 호박, 바나나, 블루베리, 크랜베리, 라즈베리, 블랙베리, 파파야, 파인애플, 자몽, 렌틸콩, 브로콜리, 시금치, 코티지 치즈, 알팔파싹, 제이인산칼슘, 탄산칼슘, 인산, 염화나트륨, 염화칼륨, DL-메티오닌, 타우린, 비타민합제(비타민E, L-아스코빌-2 폴리인산, 나이아신, 비타민A, 티아민 모노니트레이트, -판토텐산칼슘, 염산피리독신, 리보플라빈, 베타카로틴, 비타민D3, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연 단백질화합물, 황산제일철, 산화아연, 철단백질화합물, 황산동, 구리단백질화합물, 망간단백질화합물, 산화망간, 요오드산칼슘, 아셀렌산나트륨), 건조 켈프, L-라이신, 건조 치커리 뿌리, 건조 락토바실러시 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 니게트, 건조 아스퍼질러스 오리제, 유카 추출물, 효모추출물, L-카르니틴, 마리골드, 건조 로즈마리","연령구분 시니어 푸드타입 건사료 중량 7.2kg 주재료 칠면조, 감자, 완두콩 식단정보 그레인프리,글루텐프리 칼로리 3,571 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,7.2kg,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF03_thumb01.png,"그레인프리,글루텐프리","칠면조, 감자, 완두콩",조단백 30%  조지방 14%  칼슘 0.7%  인 0.5%  수분 10%,그레인프리 시니어,제 서울-19594호
196,"어덜트,시니어",로우즈 (RAWZ),869 kcal/kg (59 kcal/파우치),고양이,습식사료,"닭고기, 닭고기 육수, 치즈, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 염화칼륨, 소금, 염화콜린, 타우린, 말린 파슬리, 미네랄(철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민 B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d-칼슘 팬토테네이트, 아스코르브산 (비타민C의 공급원), 엽산, 비오틴)","연령구분 어덜트,시니어 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 치즈 식단정보 검류미함유 칼로리 869 kcal/kg (59 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,69g,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0302SS_thumb01.png,검류미함유,"닭고기, 닭고기 육수, 치즈",조단백 14.56%  조지방 2.87%  칼슘 0.24%  인 0.14%  수분 82%,슈레디드 파우치 치킨 가슴살&치즈,제 II6TM0009호
197,"키튼,어덜트,시니어,전연령",지위픽 (ZIWI),"1,200 kcal/kg",고양이,습식사료,"남방대구(Hoki), 이집트콩, 어류부산물(남방대구 간 및 뼈), 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(제2인산칼륨, 황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 다시마, 비타민합제(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g, 185g 주재료 남방대구(Hoki), 이집트콩, 어류부산물(남방대구 간 및 뼈) 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,200 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,"85g, 185g",https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF22_thumb01.png,"검류미함유,그레인프리,글루텐프리","남방대구(Hoki), 이집트콩, 어류부산물(남방대구 간 및 뼈)",조단백 13%  조지방 5%  칼슘 0.53%  인 0.45%  수분 76.5%,주식캔 호키,제 Ⅱ 60G0489호
198,"어덜트,시니어",캣츠파인푸드 (CATZ FINEFOOD),973 kcal/kg,고양이,습식사료,"돼지고기, 육수, 미네랄(아연, 망간, 요오드), 포도씨오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 돼지고기, 육수, 미네랄(아연, 망간, 요오드) 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 973 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,85g,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF22_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","돼지고기, 육수, 미네랄(아연, 망간, 요오드)",조단백 8.3%  조지방 3.9%  칼슘 0.2%  인 0.15%  수분 88%,주식파우치 퓨레 no.109 돼지고기,GGHA50025호
199,"키튼,어덜트,시니어,전연령",보레알 (BOREAL),"3,459 kcal/kg",고양이,건사료,"치킨, 고구마, 메밀, 호박, 렌즈콩, 치킨지방, 말린계란, 천연향, 아마씨, 레시틴, 말린억새풀, 연어오일, 인산이칼슘, 블루베리, 크랜베리, 사과, 시금치, 염화콜린, 프로피온산칼슘, 삼인산나트륨, 탄산칼슘, 소금, 타우린, DL-메티오닌, 켈프, 효모추출물, 치커리뿌리추출물, L-라이신, L-트립토판, 크랜베리, 염화칼륨, L-카르니틴, 글루코사민, 강황뿌리, 파프리카, 녹차추출물, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 콘드로이틴황산염, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 판토텐산칼슘, 리보플라빈, 티아민모노니트레이트, 피리독신염산염, 구리, 구리단백질, 망간아미노산복합제, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 치킨, 고구마, 메밀 식단정보 그레인프리,글루텐프리 칼로리 3,459 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,2.2kg,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF05_thumb01.png,"그레인프리,글루텐프리","치킨, 고구마, 메밀",조단백 32%  조지방 12%  칼슘 1%  인 0.9%  수분 10%,"펑셔널 인도어 치킨, 유통기한 21년 10월 22일",제 서울-20007호
200,"키튼,어덜트,시니어,전연령",오픈팜 (OPENFARM),900 kcal/kg,고양이,습식사료,"닭고기, 닭뼈육수, 연어, 호박, 당근, 시금치, 렌즈콩(레드), 우무, 크랜베리, 병아리콩, 치커리뿌리, 해바라기유, 코코넛오일(혼합토코페롤 보존), 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민B2, 비오틴, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 아셀렌산나트륨, 건조다시마, 염화나트륨, 민들레잎, 타우린, 강황","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭뼈육수, 연어 식단정보 그레인프리,글루텐프리 칼로리 900 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,156g,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF15_thumb01.png,"그레인프리,글루텐프리","닭고기, 닭뼈육수, 연어",조단백 8.49%  조지방 6.19%  칼슘 0.32%  인 0.28%  수분 82%,주식 블렌드 닭고기&연어,CCC020024호
201,"어덜트,시니어",닥터링크 (DR.LINK),720 kcal/kg (144 kcal/캔),고양이,습식사료,"닭고기(위, 간, 목, 지방), 육수(닭고기), 흰살생선, 감자, 미네랄(아연,망간,일수화물), 셀룰로스, 타피오카 4%(최대)  * 1kg당 영양보충제 함량: 비타민 D3 200IU, 비타민 E(모두 rac-알파-토코페릴 아세테이트) 20mg, 비타민 B1 10mg, 비타민 B2 6mg, 비타민 B6 2mg, 비타민 B12 75μg, 엽산 0.35mg, 비오틴 300μg, 염화콜린 1,200mg, 아연(황산아연, 일수화물) 25mg, 망간(망간-(II)-황산염, 일수화물) 1.4mg, 구리(제2구리) 0.5mg 요오드(요오드산 칼슘, 무수) 0.75mg, L-카르니틴 1,000mg, 타우린 1,500mg","연령구분 어덜트,시니어 푸드타입 습식사료 중량 200g 주재료 닭고기, 육수(닭고기), 흰살생선 식단정보 그레인프리,글루텐프리 칼로리 720 kcal/kg (144 kcal/캔) 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,200g,https://cdn.purplesto.re/media/store/sale/main_image/deal_drlink_cat_B107CF0202SS_thumb01.png,"그레인프리,글루텐프리","닭고기, 육수(닭고기), 흰살생선",조단백 11.3%  조지방 2.4%  칼슘 0.28%  인 0.2%  수분 81%,주식캔 no.3 스페셜 다이어트 닭고기&흰살생선,
