uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,from_company,img,soup
531,고양이,뉴로 (NULO),뉴로 프리스타일 그레인프리 인도어 오리&렌틸콩,"키튼,어덜트,시니어,전연령",건사료,"오리, 닭고기, 칠면조, 대구, 완두콩, 렌틸콩, 닭고기지방, 콩섬유질, 천연향, 아마씨, 건조치커리뿌리, 건조켈프, 건조고구마, 건조크랜베리, 탄산칼슘, DL-메티오닌, 타우린 아연단백질, 염화콜린, 비타민E, L-아스코르빌 -2-폴리포스페이트(비타민C 공급원), 철단백질, 니아신, 구리단백질, 티아민모노니트레이트, 판토텐산칼슘, 비타민A, 망간단백질, 피리독신염산염, 소디움셀레나이트, 리보플라빈, 건조바실러스발효균, 유카시데게라추출물, 비타민B12. 요오드산칼슘, 엽산, 로즈마리추출물",조단백 40%  조지방 17%  칼슘 1.1%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균",2.2kg,"3,724 kcal/kg","오리, 닭고기, 칠면조",미국/Nulo Inc,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF08_thumb02.png,"뉴로 (NULO) 뉴로 프리스타일 그레인프리 인도어 오리&렌틸콩 건사료 오리, 닭고기, 칠면조, 대구, 완두콩, 렌틸콩, 닭고기지방, 콩섬유질, 천연향, 아마씨, 건조치커리뿌리, 건조켈프, 건조고구마, 건조크랜베리, 탄산칼슘, DL-메티오닌, 타우린 아연단백질, 염화콜린, 비타민E, L-아스코르빌 -2-폴리포스페이트(비타민C 공급원), 철단백질, 니아신, 구리단백질, 티아민모노니트레이트, 판토텐산칼슘, 비타민A, 망간단백질, 피리독신염산염, 소디움셀레나이트, 리보플라빈, 건조바실러스발효균, 유카시데게라추출물, 비타민B12. 요오드산칼슘, 엽산, 로즈마리추출물 그레인프리,글루텐프리,비유전자변형,유산균"
532,고양이,쉐지애 (SCHESIR),과일캔 닭고기 안심+파인애플,"키튼,어덜트,시니어,전연령",습식간식,"닭고기, 파인애플, 쌀, 수분",조단백 9.9%  조지방 0.18%  조섬유 0.11%  조회분 1.65%  수분 90.0% ,-,75g,745 kcal/kg,"닭고기, 파인애플, 쌀",태국/Agras Delic S.p.a.,https://cdn.purplesto.re/media/store/sale/main_image/schesir_cat_B049CT01_thumb01.png,"쉐지애 (SCHESIR) 과일캔 닭고기 안심+파인애플 습식간식 닭고기, 파인애플, 쌀, 수분 -"
533,고양이,팀버울프 (TIMBERWOLF),세렝게티,"키튼,어덜트,시니어,전연령",건사료,"건조 닭고기, 닭고기, 이집트콩, 닭 지방, 건조 청어, 건조 흰살생선, 드라이비트, 렌틸, 건조 닭간, 연어 오일, 허브 혼합물(상세 내용 영문표기 참조), 켈프, 효모, 야채혼합물, 아마, 비타민제합제, 혼합광물질류 합제, 유익균 합제 등",조단백 36%  조지방 18%  칼슘 1.4%  인 1.1%  수분 9%,"그레인프리,글루텐프리",1.3kg,"4,455 kcal/kg","건조 닭고기, 닭고기, 이집트콩",미국/Timberwolf Organics,https://cdn.purplesto.re/media/store/sale/main_image/timberwolf_cat_B038CF01_thumb01.png,"팀버울프 (TIMBERWOLF) 세렝게티 건사료 건조 닭고기, 닭고기, 이집트콩, 닭 지방, 건조 청어, 건조 흰살생선, 드라이비트, 렌틸, 건조 닭간, 연어 오일, 허브 혼합물(상세 내용 영문표기 참조), 켈프, 효모, 야채혼합물, 아마, 비타민제합제, 혼합광물질류 합제, 유익균 합제 등 그레인프리,글루텐프리"
534,고양이,로우즈 (RAWZ),슈레디드 주식캔 치킨,"키튼,어덜트,시니어,전연령",습식사료,"닭고기,닭고기 육수, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 인산 삼칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 소금, 염화 콜린, 타우린, 염화칼륨",조단백 19.4%  조지방 2.13%  칼슘 0.3%  인 0.23%  수분 82%,"단일육류단백질,검류미함유",85g,840 kcal/kg (71 kcal/85g 캔),"닭고기,닭고기 육수, 타피오카 전분",태국/Rawz Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF09_thumb01.png,"로우즈 (RAWZ) 슈레디드 주식캔 치킨 습식사료 닭고기,닭고기 육수, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 인산 삼칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 소금, 염화 콜린, 타우린, 염화칼륨 단일육류단백질,검류미함유"
535,고양이,아딜론덱 (ADIRONDACK),그레인프리 LID 인도어캣 닭고기,"어덜트,시니어",건사료,"닭고기, 닭고기분말, 완두콩, 렌틸콩, 파바콩, 타피오카, 흰살생선, 병아리콩, 닭 지방, 아마씨, 천연향료, 완두콩단백질, 알팔파, 청어기름, DL-메티오닌, 제1인산염, 크랜베리, 블루베리, 타우린, 프락토올리고당, 아스크로빈산, 비타민D3, 유카추출물, 탄산칼슘, 왕겨, 야채오일, 로즈마리, 다시마, 비타민E, 비타민제합제(비타민B12, 비타민A, 엽산), 혼합광물질류합제(비피더스균, 구연산, 유산균)",조단백 32%  조지방 12%  칼슘 0.6%  인 0.5%  수분 10%,"단일육류단백질,그레인프리,글루텐프리",230g,"3,436 kcal/kg","닭고기, 닭고기분말, 완두콩","미국/Blackwood Pet Foods, Inc",https://cdn.purplesto.re/media/store/sale/main_image/adirondack_cat_B027CF01_thumb01.png,"아딜론덱 (ADIRONDACK) 그레인프리 LID 인도어캣 닭고기 건사료 닭고기, 닭고기분말, 완두콩, 렌틸콩, 파바콩, 타피오카, 흰살생선, 병아리콩, 닭 지방, 아마씨, 천연향료, 완두콩단백질, 알팔파, 청어기름, DL-메티오닌, 제1인산염, 크랜베리, 블루베리, 타우린, 프락토올리고당, 아스크로빈산, 비타민D3, 유카추출물, 탄산칼슘, 왕겨, 야채오일, 로즈마리, 다시마, 비타민E, 비타민제합제(비타민B12, 비타민A, 엽산), 혼합광물질류합제(비피더스균, 구연산, 유산균) 단일육류단백질,그레인프리,글루텐프리"
536,고양이,헤일로 (HALO),센서티브 홀리스틱 씨푸드 메들리,"어덜트,시니어",건사료,"흰살생선, 연어, 전란, 귀리, 완두콩분말, 콩단백질, 보리, 계유, 감자단백질, 아마씨, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 완두콩식이섬유, 황산칼슘, 천연고형향미제(가수분해가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,비유전자변형,2.7kg,"3,760 kcal/kg","흰살생선, 연어, 전란",미국/Halo pet,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF04_thumb01.png,"헤일로 (HALO) 센서티브 홀리스틱 씨푸드 메들리 건사료 흰살생선, 연어, 전란, 귀리, 완두콩분말, 콩단백질, 보리, 계유, 감자단백질, 아마씨, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 완두콩식이섬유, 황산칼슘, 천연고형향미제(가수분해가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C 비유전자변형"
537,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 퓨레 no.109 돼지고기,"어덜트,시니어",습식사료,"돼지고기, 육수, 미네랄(아연, 망간, 요오드), 포도씨오일",조단백 8.3%  조지방 3.9%  칼슘 0.2%  인 0.15%  수분 88%,"검류미함유,그레인프리,글루텐프리,비유전자변형",200g,973 kcal/kg,"돼지고기, 육수, 미네랄(아연, 망간, 요오드)",독일/Landguth Heimtiernahrung GmbH,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF21_thumb01.png,"캣츠파인푸드 (CATZ FINEFOOD) 주식캔 퓨레 no.109 돼지고기 습식사료 돼지고기, 육수, 미네랄(아연, 망간, 요오드), 포도씨오일 검류미함유,그레인프리,글루텐프리,비유전자변형"
538,고양이,앱솔루트 홀리스틱 (ABSOLUTE HOLISTIC),에어드라이 소고기&사슴고기,"어덜트,시니어",저온건조 사료,"소고기, 소 간, 소 폐, 사슴고기, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D-판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산 칼슘, 엽산, 비타민D3(콜레칼시페롤)",조단백 30%  조지방 25%  칼슘 1%  인 0.5%  수분 19%,"그레인프리,글루텐프리",50g,"4,353 kcal/kg","소고기, 소 간, 소 폐","뉴질랜드/Absolute Pets International Pte, Ltd.",https://cdn.purplesto.re/media/store/sale/main_image/absoluteholistic_cat_B103CF05_thumb02.png,"앱솔루트 홀리스틱 (ABSOLUTE HOLISTIC) 에어드라이 소고기&사슴고기 저온건조 사료 소고기, 소 간, 소 폐, 사슴고기, 식물성 글리세린, 파슬리, 건조 치커리, 초록입홍합, 염화콜린, 탄산칼슘, 켈프, 아마씨, 천연항산화제(천연혼합토코페롤, 로즈마리 추출물), 타우린, 황산제일철, 산화아연, 비타민E, 나이아신, 황산구리, 비타민B1, 아셀렌산나트륨, 황산망간, D-판토텐산칼슘, 비타민A 분말(레티놀분말), 비타민B2(리보플라빈), 비오틴, 비타민B6염산염(피리독신 염산염), 비타민B12(시아노토발라민), 요오드산 칼슘, 엽산, 비타민D3(콜레칼시페롤) 그레인프리,글루텐프리"
539,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 퓨레 no.109 돼지고기,"어덜트,시니어",습식사료,"돼지고기, 육수, 미네랄(아연, 망간, 요오드), 포도씨오일",조단백 8.3%  조지방 3.9%  칼슘 0.2%  인 0.15%  수분 88%,"검류미함유,그레인프리,글루텐프리,비유전자변형","200g, 400g",973 kcal/kg,"돼지고기, 육수, 미네랄(아연, 망간, 요오드)",독일/Landguth Heimtiernahrung GmbH,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF21_thumb01.png,"캣츠파인푸드 (CATZ FINEFOOD) 주식캔 퓨레 no.109 돼지고기 습식사료 돼지고기, 육수, 미네랄(아연, 망간, 요오드), 포도씨오일 검류미함유,그레인프리,글루텐프리,비유전자변형"
540,고양이,캣만두 (CATMANDOO),라이프 에센셜 연어,"키튼,어덜트,시니어,전연령",동결건조 간식,연어 100%,조단백 87.0% 조지방 5.0% 조섬유 7.0% 조회분 7.0% 수분 4.0%,"그레인프리,글루텐프리","57g, 142g","약 3,330 kcal/kg",연어,미국/Cat-man-doo,https://cdn.purplesto.re/media/store/sale/main_image/catmandoo_cat_B034CT02_thumb01.png,"캣만두 (CATMANDOO) 라이프 에센셜 연어 동결건조 간식 연어 100% 그레인프리,글루텐프리"
541,고양이,K9 내추럴 (K9 NATURAL),피스트 캔 소고기,"어덜트,시니어",습식사료,"소고기, 소의 내장, 소의 심장, 소의 신장, 소의 비장, 소의 간, 소의 피, 뉴질랜드 녹색 입 홍합, 호키 오일, 해바라기 오일, 비타민 E, 산화 마그네슘, 아연, 구리, 망간, 티아민, 비타민 D3, 엽산",조단백 7.5%  조지방 7.5%  칼슘 0.55%  인 0.36%  수분 82%,"그레인프리,글루텐프리,비유전자변형",85g,"1,123 kcal/kg (95 kcal/캔)","소고기, 소의 내장, 소의 심장",뉴질랜드/K9 Natural Foods Limited,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CF16_thumb01.png,"K9 내추럴 (K9 NATURAL) 피스트 캔 소고기 습식사료 소고기, 소의 내장, 소의 심장, 소의 신장, 소의 비장, 소의 간, 소의 피, 뉴질랜드 녹색 입 홍합, 호키 오일, 해바라기 오일, 비타민 E, 산화 마그네슘, 아연, 구리, 망간, 티아민, 비타민 D3, 엽산 그레인프리,글루텐프리,비유전자변형"
542,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴 캔 키튼 닭고기 ,"키튼,어덜트,시니어,전연령",습식간식,"닭고기살(50%), 정제수(34%), 쌀(6%), 치즈(5%), 해바라기씨오일(3%), 닭간(1%), 계란(1%)",조단백 11.0%  조지방 4.8%  조섬유 0.3%  조회분 1.0%  수분 82.0% ,"글루텐프리,비유전자변형",70g,"1,195 kcal/kg (84 kcal/캔)","닭고기살, 정제수, 쌀",태국/HI-Q FOOD PRODUCTS CO.LTD,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT1402SS_thumb01.png,"알모네이쳐 (ALMO NATURE) HFC 내츄럴 캔 키튼 닭고기  습식간식 닭고기살(50%), 정제수(34%), 쌀(6%), 치즈(5%), 해바라기씨오일(3%), 닭간(1%), 계란(1%) 글루텐프리,비유전자변형"
543,고양이,로투스 (LOTUS),그레인프리 저스트 쥬시 치킨 스튜,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 스프, 젖산 칼슘, 당근, 닭 지방, 감자 전분, 제1인산염, 한천, 연어 오일, 염화 칼륨, 염화 콜린, 타우린, 탄산 칼슘, 아연, 산화 마그네슘, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12. 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨",조단백 15.48%  조지방 3.73%  칼슘 0.32%  인 0.23%  수분 76.63%,"단일육류단백질,그레인프리,비유전자변형","70g, 150g",963.88 kcal/kg,"닭고기, 닭고기 스프, 젖산 칼슘",미국/Lotus Pet Foods,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF02_thumb01.png,"로투스 (LOTUS) 그레인프리 저스트 쥬시 치킨 스튜 습식사료 닭고기, 닭고기 스프, 젖산 칼슘, 당근, 닭 지방, 감자 전분, 제1인산염, 한천, 연어 오일, 염화 칼륨, 염화 콜린, 타우린, 탄산 칼슘, 아연, 산화 마그네슘, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12. 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨 단일육류단백질,그레인프리,비유전자변형"
544,고양이,지위픽 (ZIWI),에어드라이 양고기,"어덜트,시니어",저온건조 사료,"양고기, 양 내장(위, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합, 치커리 이눌린, 건 켈프, 천일염, 파슬리, 미네랄(마그네슘 아미노산, 아연 아미노산, 구리 아미노산, 셀레늄효모, 망간 아미노산), 타우린, 비타민(비타민 B1, 엽산, 비타민 D3), 천연 혼합 토코페롤",조단백 40%  조지방 38%  칼슘 1.88%  인 1.43%  수분 8.0%,"그레인프리,글루텐프리","400g, 1kg","5,600 kcal/kg","양고기, 양 내장(위, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합",뉴질랜드/Ziwi Ltd,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF14_thumb01.png,"지위픽 (ZIWI) 에어드라이 양고기 저온건조 사료 양고기, 양 내장(위, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합, 치커리 이눌린, 건 켈프, 천일염, 파슬리, 미네랄(마그네슘 아미노산, 아연 아미노산, 구리 아미노산, 셀레늄효모, 망간 아미노산), 타우린, 비타민(비타민 B1, 엽산, 비타민 D3), 천연 혼합 토코페롤 그레인프리,글루텐프리"
545,고양이,로투스 (LOTUS),주식캔 그레인프리 연어&야채 파테,"키튼,어덜트,시니어,전연령",습식사료,"연어, 연어 스프, 흰살생선, 흰살생선 스프, 완두콩, 한천, 인산삼칼슘, 조개, 뉴질랜드 녹색 홍합, 블루베리, 아스파라거스, 당근, 크랜베리, 달걀, 올리브 오일, 연어 오일, 소금, 삼인산나트륨, 다시마, 염화칼륨, 황산 칼슘, 타우린, 염화콜린, 베타인, 아연, 철, 니아신, 비타민 E, 티아민, 구리, 망간, 아셀렌산나트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3, 엽산.",조단백 9.4%  조지방 4.86%  칼슘 0.61%  인 0.4%  수분 76.98%,"그레인프리,글루텐프리,비유전자변형",78g,935 kcal/kg (72.9 kcal/캔),"연어, 연어 스프, 흰살생선",미국/Lotus Pet Foods,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF17_thumb01.png,"로투스 (LOTUS) 주식캔 그레인프리 연어&야채 파테 습식사료 연어, 연어 스프, 흰살생선, 흰살생선 스프, 완두콩, 한천, 인산삼칼슘, 조개, 뉴질랜드 녹색 홍합, 블루베리, 아스파라거스, 당근, 크랜베리, 달걀, 올리브 오일, 연어 오일, 소금, 삼인산나트륨, 다시마, 염화칼륨, 황산 칼슘, 타우린, 염화콜린, 베타인, 아연, 철, 니아신, 비타민 E, 티아민, 구리, 망간, 아셀렌산나트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3, 엽산. 그레인프리,글루텐프리,비유전자변형"
546,고양이,로투스 (LOTUS),그레인프리 저스트 쥬시 치킨 스튜,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 스프, 젖산 칼슘, 당근, 닭 지방, 감자 전분, 제1인산염, 한천, 연어 오일, 염화 칼륨, 염화 콜린, 타우린, 탄산 칼슘, 아연, 산화 마그네슘, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12. 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨",조단백 15.48%  조지방 3.73%  칼슘 0.32%  인 0.23%  수분 76.63%,"단일육류단백질,그레인프리,비유전자변형",70g,963.88 kcal/kg,"닭고기, 닭고기 스프, 젖산 칼슘",미국/Lotus Pet Foods,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF02_thumb01.png,"로투스 (LOTUS) 그레인프리 저스트 쥬시 치킨 스튜 습식사료 닭고기, 닭고기 스프, 젖산 칼슘, 당근, 닭 지방, 감자 전분, 제1인산염, 한천, 연어 오일, 염화 칼륨, 염화 콜린, 타우린, 탄산 칼슘, 아연, 산화 마그네슘, 철, 비타민E, 니아신, 망간, 티아민, 구리, 판토텐산 칼슘, 리보플라빈, 비타민A, 피리독신, 비타민B12. 비오틴, 요오드화칼륨, 엽산, 비타민D3, 아셀렌산나트륨 단일육류단백질,그레인프리,비유전자변형"
