uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,from_company,img,soup
136,고양이,어딕션 (ADDICTION),LID 연어,"키튼,어덜트,시니어,전연령",건사료,"건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,"단일육류단백질,그레인프리",9kg,"3,700 kcal/kg","건조 연어, 감자, 타피오카",뉴질랜드/Addiction Food Nz Limited,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF02_thumb01.png,"어딕션 (ADDICTION) LID 연어 건사료 건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물 단일육류단백질,그레인프리"
137,고양이,고! (GO!),그레인프리 LID 오리,"어덜트,시니어",건사료,"오리, 완두콩, 타피오카, 렌즈콩, 병아리콩, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등)",조단백 31.0%  조지방 15.0%  칼슘 1.0%  인 0.8%  수분 10.0%,"단일육류단백질,그레인프리,글루텐프리",3.6kg,"4,222 kcal/kg","오리, 완두콩, 타피오카",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF03_thumb01.png,"고! (GO!) 그레인프리 LID 오리 건사료 오리, 완두콩, 타피오카, 렌즈콩, 병아리콩, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등) 단일육류단백질,그레인프리,글루텐프리"
138,고양이,로우즈 (RAWZ),슈레디드 주식캔 치킨&호박,"키튼,어덜트,시니어,전연령",습식사료,"닭고기,닭고기 육수, 타피오카 전분, 호박, 당근, 해바라기씨 오일, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 염화칼슘, 인산 삼칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 소금, 타우린, 염화칼륨",조단백 18.64%  조지방 2.09%  칼슘 0.3%  인 0.21%  수분 82%,검류미함유,85g,832 kcal/kg (71 kcal/85g 캔),"닭고기,닭고기 육수, 타피오카 전분",태국/Rawz Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF12_thumb01.png,"로우즈 (RAWZ) 슈레디드 주식캔 치킨&호박 습식사료 닭고기,닭고기 육수, 타피오카 전분, 호박, 당근, 해바라기씨 오일, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 염화칼슘, 인산 삼칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 염화 콜린, 소금, 타우린, 염화칼륨 검류미함유"
139,고양이,어플라우즈 (APPLAWS),파우치 닭고기와 호박 ,"키튼,어덜트,시니어,전연령",습식간식,"닭고기(가슴살), 닭육수, 호박, 현미",조단백 9.5% 조지방 2.0% 조섬유 1.0% 조회분 1.5% 수분 86.0%,검류미함유,70g,417.5 kcal/kg (29.23 kcal/파우치),"닭고기(가슴살), 닭육수, 호박",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT1741ss_thumb01.png,"어플라우즈 (APPLAWS) 파우치 닭고기와 호박  습식간식 닭고기(가슴살), 닭육수, 호박, 현미 검류미함유"
140,고양이,퓨어비타 (PUREVITA),그레인프리 치킨,"키튼,어덜트,시니어,전연령",건사료,"닭고기, 닭고기분, 완두콩, 완두콩 가루, 닭 지방, 계란분말, 천연향, 효모제(맥주 효모), 식염류, 아미노산제(DL-메치오닌), 근괴류(당근), 해바라기유, 미량광물질류합제(철, 아연, 구리, 망간, 코발트, 셀레늄), 핵과류(체리, 살구), 장과류(크랜베리, 블루베리), 근채류(치커리), 비타민합제(A, D3, E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, B12, C, 콜린, 이노시톨), 생균제(락토 바실러스 애시도필러스, 바실러스서브틸리스), 유익곰팡이균(아스퍼질러스 오리제)",조단백 32.0%  조지방 18.0%  칼슘 1.4%  인 1.1%  수분 10.0%,"그레인프리,글루텐프리",3kg,"3,980 kcal/kg","닭고기, 닭고기분, 완두콩","미국/Tuffy's Pet Food, Inc.",https://cdn.purplesto.re/media/store/sale/main_image/purevita_cat_B041CF01_thumb02_tTbQSHQ.png,"퓨어비타 (PUREVITA) 그레인프리 치킨 건사료 닭고기, 닭고기분, 완두콩, 완두콩 가루, 닭 지방, 계란분말, 천연향, 효모제(맥주 효모), 식염류, 아미노산제(DL-메치오닌), 근괴류(당근), 해바라기유, 미량광물질류합제(철, 아연, 구리, 망간, 코발트, 셀레늄), 핵과류(체리, 살구), 장과류(크랜베리, 블루베리), 근채류(치커리), 비타민합제(A, D3, E, 니아신, 판토텐산칼슘, 티아민, 리보플라빈, 엽산, 비오틴, B12, C, 콜린, 이노시톨), 생균제(락토 바실러스 애시도필러스, 바실러스서브틸리스), 유익곰팡이균(아스퍼질러스 오리제) 그레인프리,글루텐프리"
141,고양이,오쥬바이로우즈 (AUJOU BY RAWZ),주식 파우치 닭가슴살&오리 ,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭고기 육수, 오리, 타피오카 전분, 미네랄(마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 소듐 셀레나이트), 해바라기씨오일, 염화칼슘, 생선 오일, 인산 칼륨, 비타민(아스코르브 산(비타민C공급원), 비타민 B1질산염, 비타민 E 보충제, 니아신 보충제, 비타민A 보충제, d-칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3보충제), 파슬리, 염화콜린, 소금, 타우린, 염화 칼륨.",조단백 20.12%  조지방 2.16%  칼슘 0.37%  인 0.22%  수분 82%,"그레인프리,글루텐프리",69g,869 kcal/kg (61 kcal/파우치),"닭고기, 닭고기 육수, 오리",태국/Raws Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/deal_aujoubyrawz_cat_B030CF0207ss_thumb01.png,"오쥬바이로우즈 (AUJOU BY RAWZ) 주식 파우치 닭가슴살&오리  습식사료 닭고기, 닭고기 육수, 오리, 타피오카 전분, 미네랄(마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 소듐 셀레나이트), 해바라기씨오일, 염화칼슘, 생선 오일, 인산 칼륨, 비타민(아스코르브 산(비타민C공급원), 비타민 B1질산염, 비타민 E 보충제, 니아신 보충제, 비타민A 보충제, d-칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3보충제), 파슬리, 염화콜린, 소금, 타우린, 염화 칼륨. 그레인프리,글루텐프리"
142,고양이,로우즈 (RAWZ),96％ 캔 칠면조&칠면조간 파테 ,"키튼,어덜트,시니어,전연령",습식사료,"신선한 칠면조, 신선한 칠면조 간, 칠면조 육수, 염화칼륨, 호로파 씨앗, 천연 향, 염화콜린, 소금, 채소 육수, 타우린, 아연 단백질 보충제, 철분 단백질 보충제, 니아신 화합물, 비타민E 화합물, 구리 단백질 보충제, 아셀렌산나트륨, 비타민 B1 질산염, 망간 단백질 보충제, 비타민 A 화합물, 판토텐산 칼슘, 비타민 B2 리보플라빈 화합물, 염산피리독신, 비오틴, 비타민 D3 화합물, 비타민 B12 화합물, 요오드화 에틸렌 디아민, 엽산",조단백 12%  조지방 9.5%  칼슘 0.48%  인 0.35%  수분 78%,"단일육류단백질,검류미함유,그레인프리",156g,"1,286 kcal/kg (201 kcal/캔)","신선한 칠면조, 신선한 칠면조 간, 칠면조 육수",미국/Raws Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0204ss_thumb01.png,"로우즈 (RAWZ) 96％ 캔 칠면조&칠면조간 파테  습식사료 신선한 칠면조, 신선한 칠면조 간, 칠면조 육수, 염화칼륨, 호로파 씨앗, 천연 향, 염화콜린, 소금, 채소 육수, 타우린, 아연 단백질 보충제, 철분 단백질 보충제, 니아신 화합물, 비타민E 화합물, 구리 단백질 보충제, 아셀렌산나트륨, 비타민 B1 질산염, 망간 단백질 보충제, 비타민 A 화합물, 판토텐산 칼슘, 비타민 B2 리보플라빈 화합물, 염산피리독신, 비오틴, 비타민 D3 화합물, 비타민 B12 화합물, 요오드화 에틸렌 디아민, 엽산 단일육류단백질,검류미함유,그레인프리"
143,고양이,헤일로 (HALO),인도어캣 그레인프리 치킨&치킨 간,"어덜트,시니어",건사료,"닭, 닭간, 전란, 완두콩분말, 건조병아리콩, 콩단백질, 감자분말, 아마씨, 완두콩식이섬유, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 감자단백질, 계유, 연어오일, 황산칼슘, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리,비유전자변형",2.7kg,"3,610 kcal/kg","닭, 닭간, 전란",미국/Halo pet,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF02_thumb01.png,"헤일로 (HALO) 인도어캣 그레인프리 치킨&치킨 간 건사료 닭, 닭간, 전란, 완두콩분말, 건조병아리콩, 콩단백질, 감자분말, 아마씨, 완두콩식이섬유, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 감자단백질, 계유, 연어오일, 황산칼슘, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴 그레인프리,글루텐프리,비유전자변형"
144,고양이,노스웨스트 (NORTHWEST NATURALS),내추럴 동결건조 닭고기,"어덜트,시니어",동결건조 사료,"치킨, 치킨간, 계란, 켈프, 연어오일, 타우린",조단백 45.0%  조지방 15.0%  칼슘 1.7%  인 1.3%  수분 5.0%,"그레인프리,글루텐프리,비유전자변형",311g,"3,807 kcal/kg","치킨, 치킨간, 계란",미국/North West Naturals,https://cdn.purplesto.re/media/store/sale/main_image/northwest_cat_B014CF08_thumb01.png,"노스웨스트 (NORTHWEST NATURALS) 내추럴 동결건조 닭고기 동결건조 사료 치킨, 치킨간, 계란, 켈프, 연어오일, 타우린 그레인프리,글루텐프리,비유전자변형"
145,고양이,파미나 (FARMINA),퀴노아 유리너리 오리,"키튼,어덜트,시니어,전연령",건사료,"얼리지 않은 뼈를 제거한 오리(20%), 수분을 제거한 오리(20%), 완두콩 전분, 닭고기 지방, 퀴노아(8%), 수분을 제거한 달걀(5%), 수분을 제거한 청어(5%), 청어 오일, 건조 크렌베리(2.5%), 카모마일(2.5%), 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 차전자피(0.3%), 탄산칼슘, 염화 칼륨, 건조 맥주효모, 소금, 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아 신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린 (2000mg/kg 이상), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 33%  조지방 16.5%  칼슘 1%  인 0.9%  수분 8%,"그레인프리,글루텐프리,비유전자변형",1.5kg,"3,984 kcal/kg","얼리지 않은 뼈를 제거한 오리고기, 수분을 제거한 오리고기, 완두콩전분",이탈리아/RUSSO MANGIMI S.p.A,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF04_thumb01.png,"파미나 (FARMINA) 퀴노아 유리너리 오리 건사료 얼리지 않은 뼈를 제거한 오리(20%), 수분을 제거한 오리(20%), 완두콩 전분, 닭고기 지방, 퀴노아(8%), 수분을 제거한 달걀(5%), 수분을 제거한 청어(5%), 청어 오일, 건조 크렌베리(2.5%), 카모마일(2.5%), 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 차전자피(0.3%), 탄산칼슘, 염화 칼륨, 건조 맥주효모, 소금, 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아 신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민 B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린 (2000mg/kg 이상), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제) 그레인프리,글루텐프리,비유전자변형"
146,고양이,로투스 (LOTUS),오븐베이크 그레인프리 정어리와 청어,"키튼,어덜트,시니어,전연령",건사료,"정어리, 청어, 청어 분말,완두콩, 렌틸콩, 메기 오일, 타피오카, 아마씨, 천연생선 맛, 완두콩 단백질, 비타민 E, 맥주 건조 효모, 프로피온산칼슘, 당근, 사과, 인산이칼슘, 염화 콜린, 황산 칼슘, 소금, 다시마, 시금치, 호박, 블루 베리, 타우린, 뉴질랜드 녹색 홍합, 유카 추출물, 이눌린,L- 아스코르빌 -2- 폴리인산염, 황산철, DL 메티오닌, 황산아연, 아연, 염화칼륨, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D3, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물",조단백 34.2%  조지방 14.2%  칼슘 0.91%  인 0.72%  수분 10%,"단일육류단백질,그레인프리,글루텐프리,비유전자변형",2.2kg,"3,457 kcal/kg","정어리, 청어, 청어 분말",캐나다/Bio Biscuit Inc.,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF05_thumb01.png,"로투스 (LOTUS) 오븐베이크 그레인프리 정어리와 청어 건사료 정어리, 청어, 청어 분말,완두콩, 렌틸콩, 메기 오일, 타피오카, 아마씨, 천연생선 맛, 완두콩 단백질, 비타민 E, 맥주 건조 효모, 프로피온산칼슘, 당근, 사과, 인산이칼슘, 염화 콜린, 황산 칼슘, 소금, 다시마, 시금치, 호박, 블루 베리, 타우린, 뉴질랜드 녹색 홍합, 유카 추출물, 이눌린,L- 아스코르빌 -2- 폴리인산염, 황산철, DL 메티오닌, 황산아연, 아연, 염화칼륨, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D3, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물 단일육류단백질,그레인프리,글루텐프리,비유전자변형"
147,고양이,오픈팜 (OPENFARM),주식 블렌드 시식세트 ,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리",조단백 32%  조지방 17%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리","7.2kg, 3.6kg, 1.3kg","4,222 kcal/kg","뼈를 발라낸 오리, 오리분말, 건조 계란",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/deal_openfarm_cat_B123CF1701SS_thumb01.png,"오픈팜 (OPENFARM) 주식 블렌드 시식세트  건사료 뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리 그레인프리,글루텐프리"
148,고양이,지위픽 (ZIWI),주식캔 토끼&양고기 ,"키튼,어덜트,시니어,전연령",습식사료,"토끼고기, 수분, 양고기, 양 내장(폐, 간, 트라이프, 심장) 및 뼈, 산토끼 고기, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린",조단백 13%  조지방 5%  칼슘 0.41%  인 0.32%  수분 76%,"검류미함유,그레인프리,글루텐프리",185g,"1,100 kcal/kg","토끼고기, 수분, 양고기",뉴질랜드/Ziwi Ltd,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF2504SS_thumb01.png,"지위픽 (ZIWI) 주식캔 토끼&양고기  습식사료 토끼고기, 수분, 양고기, 양 내장(폐, 간, 트라이프, 심장) 및 뼈, 산토끼 고기, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린 검류미함유,그레인프리,글루텐프리"
149,고양이,지위픽 (ZIWI),주식캔 토끼&양고기,"키튼,어덜트,시니어,전연령",습식사료,"토끼고기, 수분, 양고기, 양 내장(폐, 간, 트라이프, 심장) 및 뼈, 산토끼 고기, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린",조단백 13%  조지방 5%  칼슘 0.41%  인 0.32%  수분 76%,"검류미함유,그레인프리,글루텐프리",185g,"1,100 kcal/kg","토끼고기, 수분, 양고기",뉴질랜드/Ziwi Ltd,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF25_thumb01.png,"지위픽 (ZIWI) 주식캔 토끼&양고기 습식사료 토끼고기, 수분, 양고기, 양 내장(폐, 간, 트라이프, 심장) 및 뼈, 산토끼 고기, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린 검류미함유,그레인프리,글루텐프리"
150,고양이,게더 (GATHER),프리에이커 치킨 어덜트,"어덜트,시니어",건사료,"유기농 닭고기, 유기농 건조 닭고기, 유기농 완두콩, 렌틸콩, 닭지방, 유기농 아마씨, 천연닭고기향, 블루베리, 크랜베리, 계란껍질분말, 비타민합제(비타민 A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합분, 철단백질화합분, 구리단백질화합물, 망간단백질화합물, 요오드산칼슘, 아셀렌산나트륨), DL-메티오닌, 타우린, 건조 로즈마리",조단백 29%  조지방 15%  칼슘 1.4%  인 0.6%  수분 10%,"그레인프리,글루텐프리,비유전자변형","1.8kg, 3.6kg, 1kg","3,664 kcal/kg","유기농 닭, 유기농 완두콩, 렌즈콩",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/gather_cat_B009CF01_thumb01.png,"게더 (GATHER) 프리에이커 치킨 어덜트 건사료 유기농 닭고기, 유기농 건조 닭고기, 유기농 완두콩, 렌틸콩, 닭지방, 유기농 아마씨, 천연닭고기향, 블루베리, 크랜베리, 계란껍질분말, 비타민합제(비타민 A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합분, 철단백질화합분, 구리단백질화합물, 망간단백질화합물, 요오드산칼슘, 아셀렌산나트륨), DL-메티오닌, 타우린, 건조 로즈마리 그레인프리,글루텐프리,비유전자변형"
151,고양이,헤일로 (HALO),센서티브 홀리스틱 씨푸드 메들리,"어덜트,시니어",건사료,"흰살생선, 연어, 전란, 귀리, 완두콩분말, 콩단백질, 보리, 계유, 감자단백질, 아마씨, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 완두콩식이섬유, 황산칼슘, 천연고형향미제(가수분해가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,비유전자변형,1.3kg,"3,760 kcal/kg","흰살생선, 연어, 전란",미국/Halo pet,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF04_thumb01.png,"헤일로 (HALO) 센서티브 홀리스틱 씨푸드 메들리 건사료 흰살생선, 연어, 전란, 귀리, 완두콩분말, 콩단백질, 보리, 계유, 감자단백질, 아마씨, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 완두콩식이섬유, 황산칼슘, 천연고형향미제(가수분해가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C 비유전자변형"
